源声编码,观点原文句,源声来源,观点类别,,
,天气用不了,意见,天气预报功能使用异常,,
,天气有bug，不显示。,意见,天气预报功能使用异常,,
,天气预报，刷新数据，显示请求数据超时,意见,天气预报功能使用异常,,
,天气预报不能用了,意见,天气预报功能使用异常,,
,天气预报不显示当天情况,意见,天气预报功能使用异常,,
,天气预报不显示所在地,意见,天气预报功能使用异常,,
,天气预报不显示温度,意见,天气预报功能使用异常,,
,天气预报打不开,意见,天气预报功能使用异常,,
,天气预报更新后用不成了,意见,天气预报功能使用异常,,
,天气预报无法显示,意见,天气预报功能使用异常,,
,天气预报无数据,意见,天气预报功能使用异常,,
,天气预报无数据，无法更新。,意见,天气预报功能使用异常,,
,天气预报无数据显示,意见,天气预报功能使用异常,,
,天气预报无缘无故不在显示,意见,天气预报功能使用异常,,
,天气预报显示有问题,意见,天气预报功能使用异常,,
,天气怎么不显示了,意见,天气预报功能使用异常,,
,为什么老是出现“天气存储已停止”,意见,天气预报功能使用异常,,
,为什么我的天气预报一直用不了,意见,天气预报功能使用异常,,
,我的软件天气出了问题，点开后什么都不显示,意见,天气预报功能使用异常,,
,无法查看天气情况,意见,天气预报功能使用异常,,
,无法显示出天气,意见,天气预报功能使用异常,,
,系统更新2、0后天气预报没数局,意见,天气预报功能使用异常,,
,系统应用天气定海区，无数据，不能用,意见,天气预报功能使用异常,,
,天气预报经常打不开,意见,天气预报功能使用异常,,
, 天气 软件不显示内容,意见,天气预报功能使用异常,,
,系统自带的天气应用怎么不能用了？没有数据显示,意见,天气预报功能使用异常,,
,系统自带的天气预报经常刷新不了,意见,天气预报功能使用异常,,
,系统自带的天气预报无数据,意见,天气预报功能使用异常,,
,天气预报没有数据显示,意见,天气预报功能使用异常,,
,桌面挂件天气图标显示错误，阵雨显示了雷阵雨图标,意见,天气预报功能使用异常,,
,自带的天气不能用,意见,天气预报功能使用异常,,
,自带的天气软件，显示有问题,意见,天气预报功能使用异常,,
,自带的天气预报不能使用,意见,天气预报功能使用异常,,
,自带的天气预报打不开,意见,天气预报功能使用异常,,
,自带的天气预报功能用不成，不显示温度和天气,意见,天气预报功能使用异常,,
,自带天气预报加栽不出来,意见,天气预报功能使用异常,,
,打电话时候听筒位置设计得让耳朵很不舒服,Emobile163,听筒位置不合理,,
,公放口位置设计的不好,Emobile163,听筒位置不合理,,
,听筒位置不好，放错了位置声音很小,Emobile163,听筒位置不合理,,
,前置摄像头靠听筒太近，容易进灰,Emobile163,听筒位置不合理,,
,听筒位置偏上不好看,Ejd,听筒位置不合理,,
,听筒位置设计就是一个坑 藏灰,Ezol,听筒位置不合理,,
,听筒的位置凹陷进去的设计不好，进灰尘不好清理，并且不美观,Ezol,听筒位置不合理,,
,扬声器设置位置不好，影响铃声和外放的音量,Ezol,听筒位置不合理,,
,话筒的位置设计的不合理,Ejd,听筒位置不合理,,
,手机话筒位置不好,Ejd,听筒位置不合理,,
,话筒位置搞那个地方，现在中兴手机实体店很少，不好贴膜,Ejd,听筒位置不合理,,
,公放口位置设计的不好，公放口小，左撇子单手握着很可能挡住外放口，挡住就几乎没有声音了,Ezol,听筒位置不合理,,
,还有最气氛的一点就是扬声器为什么要设计在那个位置,Ejd,听筒位置不合理,,
,就是玩游戏或者听音乐时间长会发热,Ejd,听音乐发热,,
,就是感觉容易发烫，在听歌时就出现这样的情况,Ejd,听音乐发热,,
,另外发热是有点严重，我就听听音乐都很烫,Ejd,听音乐发热,,
,播放音乐时有点发热，,Evmall,听音乐发热,,
,只是听一会歌就发热了,Evmall,听音乐发热,,
,听歌看小说比较喜欢发热,Ezol,听音乐发热,,
,一开酷狗音乐就发热,Egome,听音乐发热,,
,听歌都发热,Ezol,听音乐发热,,
,听歌看小说会发烫。别的没问题了,Ejd,听音乐发热,,
,就是放音乐时间长，发热量大,Ejd,听音乐发热,,
,听歌充电电池奇热烧手,Ejd,听音乐发热,,
,就是放音乐时发热有点厉害,Ejd,听音乐发热,,
,放音乐十几分钟就烫的不行,Ezol,听音乐发热,,
,发热严重 听音乐,Ejd,听音乐发热,,
,就听歌半小时，手都能成烧烤,Ezol,听音乐发热,,
,放音乐，充电时，很容易发热,Ejd,听音乐发热,,
,拍照听歌都会发烫,Etianmao_hw,听音乐发热,,
,只是听了一下音乐，机身已有热,Ejd,听音乐发热,,
,然后听歌时，也很烫,Ezol,听音乐发热,,
,听歌时候再浏览网页，比较热,Ejd,听音乐发热,,
,但手机在听音乐约30分钟左右，手机发热,Evmall,听音乐发热,,
,试着放了两首歌发烫,Etianmao_hw,听音乐发热,,
,手机听歌半小时就发烫,Ezol,听音乐发热,,
,放音乐时电池有发热,Evmall,听音乐发热,,
,听一会歌手机就非常烫了,Ejd,听音乐发热,,
,随便放两首歌或者放几分钟视频就发热的很厉害了,Ezol,听音乐发热,,
,听歌时间久了还有点烫,Ejd,听音乐发热,,
,听下歌也烫手,Ejd,听音乐发热,,
,听听音乐两边很烫,Ezol,听音乐发热,,
,听了一会歌，感觉发热比较严重,Etianmao_hw,听音乐发热,,
,听歌时间长会发热,Egome,听音乐发热,,
,听一首歌就热,Ezol,听音乐发热,,
,听歌时有点发热,Ejd,听音乐发热,,
,听会音乐手机烫的能暖手,Ezol,听音乐发热,,
,在线听歌发热,Ezol,听音乐发热,,
, 手机烫的要死 听歌 看电影都烫,Ezol,听音乐发热,,
,连续放音乐十分钟手机就发热,Ejd,听音乐发热,,
,听个歌都发热烫手,Evmall,听音乐发热,,
,听歌进网页手机会发热,Ezol,听音乐发热,,
,打游戏听歌都发热,Ezol,听音乐发热,,
,听听歌有时会发热,Ezol,听音乐发热,,
,放音乐2首歌就发烫,Evmall,听音乐发热,,
,听歌时，机体发热,Ejd,听音乐发热,,
,播放音乐一会就发热,Ejd,听音乐发热,,
,听音乐容易发热,Evmall,听音乐发热,,
,我用酷狗听音乐时手机耗电很快，壳发热,Etaobao_hw,听音乐发热,,
,室外听歌都烫手,Egome,听音乐发热,,
,手机放歌，放视频发烫严重,Ejd,听音乐发热,,
,唯一的缺点就是放音乐的时候容易发热,Ejd,听音乐发热,,
,就是听歌上网发热挺厉害的,Ejd,听音乐发热,,
,手机什么都不玩听个歌都发烫,Ejd,听音乐发热,,
,使用蓝牙听歌时发烫,Etianmao_hw,听音乐发热,,
,外放2首歌手机就开始发热了,Etianmao_hw,听音乐发热,,
,放会音乐就特别烫手,Ejd,听音乐发热,,
,听歌，玩游戏，看视频，只要一会就特别热,Ezol,听音乐发热,,
,我只是上qq跟耳机听音乐就发热,Ejd,听音乐发热,,
,就是有些发热，特别是听音乐看电视的时候,Etianmao_hw,听音乐发热,,
,就是不知道怎么回事外放音乐发烫好快,Ejd,听音乐发热,,
,听歌发热特别严重,Esuning_hw,听音乐发热,,
,听听歌或者看看新闻都发烫,Ezol,听音乐发热,,
,用了一天只发现播放音乐时很热,Etianmao_hw,听音乐发热,,
,就开两个应用或者听听歌也会烫烫的,Etianmao_hw,听音乐发热,,
,听歌一会或者充电（可能快充原因）手机也会发烫,Evmall,听音乐发热,,
,随便听听歌就烫的要死,E9ji,听音乐发热,,
,发烫很厉害听个歌就很烫,Ezol,听音乐发热,,
,听歌都烫,Ezol,听音乐发热,,
,听歌会发烫,Ezol,听音乐发热,,
,听歌时候发热比较严重,Ejd,听音乐发热,,
,听一会歌手机发烫好厉害,Ejd,听音乐发热,,
,听音乐电池很烫,Ezol,听音乐发热,,
,听着歌操作一会儿就烫手,E9ji,听音乐发热,,
,基本听歌看小说一会儿就会烫手,Ezol,听音乐发热,,
,听歌玩游戏发热明显,Ezol,听音乐发热,,
,听音乐、看小说都热,Ezol,听音乐发热,,
,放音乐时发热厉害,Etianmao_hw,听音乐发热,,
,听几首歌就发烫,Ezol,听音乐发热,,
,我的苹果5s听音乐突然发热呢,Ezol,听音乐发热,,
,会发热发烫。比如外放音乐时,E9ji,听音乐发热,,
,手机才放两首歌就严重发热,Evmall,听音乐发热,,
,玩游戏+听歌时发热,Ezol,听音乐发热,,
,边听歌边聊天手机容易发烫,Ejd,听音乐发热,,
,只是听个音乐温度就四五十度了,Ejd,听音乐发热,,
,放歌一会儿电池就会发热,Ejd,听音乐发热,,
,听歌都烫手,Ejd,听音乐发热,,
,放几首歌手机屏幕就发烫,Ezol,听音乐发热,,
,就是有的时候只是听歌手机烫的厉害,Esuning_hw,听音乐发热,,
,发热是经常性的，充电时，听歌时，拍照时,Etianmao_hw,听音乐发热,,
,听歌时间长点手机就会发烫,Etianmao_hw,听音乐发热,,
,机器听歌看电影会有点小发热,Ezol,听音乐发热,,
,玩游戏和听歌时有轻微的发烫,Ejd,听音乐发热,,
,就是玩游戏听歌时间长一点会发烫,Etianmao_hw,听音乐发热,,
,而是手机发热厉害，尤其是玩游戏听歌的时候,Etianmao_hw,听音乐发热,,
,右下角只是播放歌曲就发热严重,Evmall,听音乐发热,,
,在播放时音乐发热偏高,Ezol,听音乐发热,,
,发热感觉还是挺厉害的，听歌时候,Ejd,听音乐发热,,
,听个歌也能感觉到机身背面一直在发热,Ejd,听音乐发热,,
,听一会儿歌就发热烫手了,Ejd,听音乐发热,,
,真的好烫 玩游戏 听歌什么的,Esinamobile,听音乐发热,,
,听歌时机身有时会变得特别热,Ezol,听音乐发热,,
,听会歌手机烫的都不敢用,Ezol,听音乐发热,,
,大音量放歌不到五分钟摄像头上面会发烫,Ezol,听音乐发热,,
,散热性能不好，QQ微信再听个歌手机就烫的拿不住了,Ezol,听音乐发热,,
,经常在和对方通话时自动中断,意见,通话掉线,,
,打电话总是自己挂断,意见,通话掉线,,
,打电话自动挂断电话,官网,通话掉线,,
,接打电话一直自挂断,官网,通话掉线,,
,打电话自动挂断怎么回事,百度知道,通话掉线,,
,打电话自动挂电话,官网,通话掉线,,
,为什么在长时间通话时会自动挂断电话啊,官网,通话掉线,,
,有时接电话自动挂掉,官网,通话掉线,,
,老是打不通电话老是自动挂断,官网,通话掉线,,
,打电话超过半小时后自动断线什么情况,vivo快乐精英大本营,通话掉线,,
,为什么打电话刚拨出就自己挂断,官网,通话掉线,,
,x6D打电话自己挂断,官网,通话掉线,,
,通话声音小，有时听不到声音，还自动挂断,官网,通话掉线,,
,打电话经常断线,官网,通话掉线,,
,别人电话打不进来，自动挂断,官网,通话掉线,,
,为什么我手机一打电话就会自动挂机？,官网,通话掉线,,
,有时候还通话中断,官网,通话掉线,,
,打电话自动挂断,官网,通话掉线,,
,而且打电话出去会自动挂掉,官网,通话掉线,,
,通话不定时掉线,官网,通话掉线,,
,正打着电话突然显示无服务就挂断了,官网,通话掉线,,
,怎么有时候通话通着通着就自己挂断了,官网,通话掉线,,
,一打电话就挂机,意见,通话掉线,,
,接电话无网络自动挂断,百度知道,通话掉线,,
,打电话 打着打着总是自动挂钩,意见,通话掉线,,
,打电话打到一半突然自动挂断,意见,通话掉线,,
,打电话经常打着打着就挂了,意见,通话掉线,,
,打电话两三分钟自动挂机,官网,通话掉线,,
,一打就自动的结束通话。,意见,通话掉线,,
,打电话是有时会断线,意见,通话掉线,,
,打电话有的时候无缘无故挂断,意见,通话掉线,,
,打电活 通话时有时听不清！！？还自挂,官网,通话掉线,,
,打出去了几秒钟自动挂,意见,通话掉线,,
,电话刚播出去自动就挂断,意见,通话掉线,,
,电话自动挂断,官网,通话掉线,,
,手机每次打接电话满一个小时就自动挂断了,官网,通话掉线,,
,接听电话的时候老卡住不动了，的两秒中又自动挂断,意见,通话掉线,,
,经常出现通话断线,意见,通话掉线,,
,经常出现通话中突然中断,意见,通话掉线,,
,经常通话中断线,意见,通话掉线,,
,卡1打电话断线,意见,通话掉线,,
,每天至少两次以上接听电话时自动挂断,百度贴吧,通话掉线,,
,我的手机打电话老掉线,官网,通话掉线,,
,使用数据网络上网时打电话会掉线,意见,通话掉线,,
,接电话的时候手机会断线,天猫商城,通话掉线,,
,接通后中途断线。,意见,通话掉线,,
,打电话频繁自行挂断,官网,通话掉线,,
,一打电话自动挂断,官网,通话掉线,,
,为什么我的手机打电话到一定的时间自己就自动挂断啊,官网,通话掉线,,
,手机打电话自动挂断,意见,通话掉线,,
,而且打电话时经常打着打着就给自动挂断了,官网,通话掉线,,
,手机通话中自动挂断,官网,通话掉线,,
,通话通着突然自动挂机怎么回事？,官网,通话掉线,,
,为什么每次通话的时候都自动挂断,官网,通话掉线,,
,正在通话的时候也会突然没信号挂断,官网,通话掉线,,
,有时候接通说几句自动挂断,官网,通话掉线,,
,打电话有时也会无缘无故断,天猫商城,通话掉线,,
,偶尔打电话手机断线,京东商城,通话掉线,,
,打电话掉线,意见,通话掉线,,
,打过去自己直接挂断！,意见,通话掉线,,
,通话对方听到杂音，而已老断线,意见,通话掉线,,
,通话过程中经常断线,意见,通话掉线,,
,通话经常听不清楚对方声音有时自动挂机,意见,通话掉线,,
,通话期间自动挂,意见,通话掉线,,
,通话容易中断,意见,通话掉线,,
,通话时自动挂电话,意见,通话掉线,,
,通话时自动挂机,意见,通话掉线,,
,通话质量不高，在信号很好的情况下，存在不清、杂音、掉线现象。,意见,通话掉线,,
,通话质量不好，对方或自己听不清楚声音，有时通话中断,意见,通话掉线,,
,通话中断，有回音,意见,通话掉线,,
,通话中会断线,意见,通话掉线,,
,接电话的时候会自动挂断,意见,通话掉线,,
,通话容易自动挂断,意见,通话掉线,,
,有时候打电话一打就自动挂一打就挂,意见,通话掉线,,
,还有打电话也是一样播出后讲手机拿开耳边就退出正在打电话那个界面，有一次还自动挂断,意见,通话掉线,,
,手机接打电话时自动断线,官网,通话掉线,,
,为什么打电话的时候经常断线,意见,通话掉线,,
,为什么打电话的时候总是自动挂断,意见,通话掉线,,
,为什么打电话没接通就自动挂了呢,官网,通话掉线,,
,来电20秒自动挂掉,官网,通话掉线,,
,打电话打了几分钟会自动挂掉,官网,通话掉线,,
,我手机买了才半年前一个月钱就出现打电话别人听不到我的声音时不时卡那儿还自动挂断了,意见,通话掉线,,
,打电话会自动挂机,官网,通话掉线,,
,还有电话老是断线,意见,通话掉线,,
,为什么接电话还没说完就自动挂了,京东商城,通话掉线,,
,打电话总是自动挂断,意见,通话掉线,,
,响铃20秒自动挂电话,官网,通话掉线,,
,有时候打电话会自己断掉,京东商城,通话掉线,,
,接电话没有声音，或者掉线,京东商城,通话掉线,,
,往外打电话立即自动挂断,官网,通话掉线,,
,出现来电话接听时，屏幕死机不动，几秒后电话自动挂断 ,官网,通话掉线,,
,打电话4g转换2g通话自动挂断,意见,通话掉线,,
,打电话断线,意见,通话掉线,,
,信号真差接着电话自动挂断,意见,通话掉线,,
,通话断断续续。有时还会自动挂断,意见,通话掉线,,
,有时通着话还光断线,意见,通话掉线,,
,有时电话无缘断线,京东商城,通话掉线,,
,接电话有时候接着接着就断了,意见,通话掉线,,
,有时候通电话时，会突然出现突然挂断的现象！,意见,通话掉线,,
,有时候再打电话的时候突然就没声音，然后就断线了,意见,通话掉线,,
,还有就是通话质量不好，经常断线,意见,通话掉线,,
,通话时间长了，还会自动挂断,意见,通话掉线,,
,最近几天打电话过程中，怎么老是自动断线,意见,通话掉线,,
,打电话发热严重,Emobile163,通话发热,,
,打电话发热,Emobile163,通话发热,,
,是打电话发热问题,Emobile163,通话发热,,
,接电话时间过长耳朵跟着发热,Ezol,通话发热,,
,,官网,通话发热,,
,打电话几分钟手机就发烫,Ezol,通话发热,,
,感觉手机有点发热，听电话不舒服,官网,通话发热,,
,听着电话耳朵都热了,官网,通话发热,,
,有电话进来，耳朵贴贴不上去。烫啊,官网,通话发热,,
,但最近一玩游戏电话就发烫,官网,通话发热,,
,上网打电话机身发热,Ezol,通话发热,,
,回家打电话才几分钟就发热,Ezol,通话发热,,
,打电话时，发热过量,意见,通话发热,,
,打qq电话不到几分钟手机热的不行,意见,通话发热,,
,打电话久了很烫,意见,通话发热,,
,打电话老是发热,意见,通话发热,,
,通话长些会发热,Ezol,通话发热,,
,打电话会发热,Ezol,通话发热,,
,打电话发热的烫脸,Ezol,通话发热,,
,长时间通话时的电池发热,Ezol,通话发热,,
,什么破电话听歌打电话发热,Ejd,通话发热,,
,打电话烤耳朵,Ezol,通话发热,,
,放在耳朵边感觉脸都是烫的,官网,通话发热,,
,充电和打电话久了，手机发热,意见,通话发热,,
,手机聊天不到一分钟就热得像要爆炸那样,意见,通话发热,,
,通话发热，烤的脸发烫,Ezol,通话发热,,
,通话时机身发热,Ezol,通话发热,,
,手机玩游戏和打电话会发热,意见,通话发热,,
,但是长时间通话手机发热特别严重,Ezol,通话发热,,
,手机只打了5分钟电话，特别热,意见,通话发热,,
,打电话，玩微信都烫,意见,通话发热,,
,通话时间过十分钟就会发出刺耳的声音，而且手机容易发烫,意见,通话发热,,
,通话发热量大,Esinamobile,通话发热,,
,长时间通话会发热,Ezol,通话发热,,
,打电话十分钟就发烫,意见,通话发热,,
,通话时耳朵位置的屏幕滚烫,Ezol,通话发热,,
,不过有时候打电话听筒位置发热比较厉害,Ezol,通话发热,,
,通话发热,Ezol,通话发热,,
,就是有时通话发热,Ejd,通话发热,,
,容易发热，尤其打电话后，都能当取暖器了,Ezol,通话发热,,
,而且打电话发热,Ezol,通话发热,,
,通话时间长的时候发热,Ezol,通话发热,,
,打电话各种发热,Ezol,通话发热,,
,通话发热快而且高,Ezol,通话发热,,
,有时有回音，有时听不到对方说话。还会发烫,意见,通话发热,,
,怎样才能让手机打电话时不发热,意见,通话发热,,
,打电话一会就发热厉害很烫手,Ezol,通话发热,,
,通话发热很厉害,Ezol,通话发热,,
,通话时机身发热有点厉害,Ezol,通话发热,,
,通话发热严重,Ezol,通话发热,,
,导致手机发烫和通话不顺畅,意见,通话发送断续,,
,打电话对方有时听不到声音,意见,通话发送断续,,
,打电话总有断断续续的情况,官网,通话发送断续,,
,手机打电话听不清楚,官网,通话发送断续,,
,打电话别人偶尔听不到我的声音,官网,通话发送断续,,
,打电话老是打不出去，好不容易接通了手机信号直接一颗都没有，我这边说话人家听的断断续续的,官网,通话发送断续,,
,别人打来电话说着说着就听不见我说话,官网,通话发送断续,,
,接通电话对方有的时候可以听清有的时候听不清,官网,通话发送断续,,
,打电话的时候经常会断音,官网,通话发送断续,,
,有时打电话我能听到对方声音，但对方听不到我的声音,官网,通话发送断续,,
,远航版通话质量不好，时断时续，时好时坏听不清楚,官网,通话发送断续,,
,打电话时经常听不清楚对方说话,官网,通话发送断续,,
,打电话打久了对方听不见声音,官网,通话发送断续,,
,在给别人打电话或接电话对方断断续续听到杂乱的电流声，关键时刻掉链子对方听不清声音,Ezol,通话发送断续,,
,跟别人通话很多人都说断断续,京东商城,通话发送断续,,
,今天出现通话对方听到的声音断断续续,意见,通话发送断续,,
,打电话别人有时候听不到我说话,意见,通话发送断续,,
,打电话的时候对方有时候听不到我的声音,意见,通话发送断续,,
,打电话对方老是断断续续的听我说话,意见,通话发送断续,,
,打电话对方听不清楚,意见,通话发送断续,,
,打电话和接电话故障，时断时续,意见,通话发送断续,,
,打电话人家老是说天不清,意见,通话发送断续,,
,打电话声音断断续续,天猫商城,通话发送断续,,
,打电话时，对方听到的声音断断续续，甚至听不到,意见,通话发送断续,,
,打电话时别人说听不清我说话，断断续续,意见,通话发送断续,,
,打电话时老是断断续续的,意见,通话发送断续,,
,打电话听到别人说话是断断续续的,意见,通话发送断续,,
,打电话有时没声音，听得到对方的声音,意见,通话发送断续,,
,第2张卡通话时经常断断续续,意见,通话发送断续,,
,打电话对方听着断断续续,Evmall,通话发送断续,,
,说话别人听不清,意见,通话发送断续,,
,电话有卡音,意见,通话发送断续,,
,对方听我这说话有断音,意见,通话发送断续,,
,接电话的时候就像手机没有信号一样，断断续续,Ejd,通话发送断续,,
,通话断断续续的特别是在行车的时候,Evmall,通话发送断续,,
,开车接打电话断断续续的,Ejd,通话发送断续,,
,还是听筒有点问题，有时候话音断续,Ezol,通话发送断续,,
,但是通话有时确实有点儿断断续续的...,Ezol,通话发送断续,,
,有时候通话断断续续,Ejd,通话发送断续,,
,接电话总是断断续续的,Ejd,通话发送断续,,
,接听电话时偶尔模糊不清,意见,通话发送断续,,
,接听电话时有时听不到对方声音,意见,通话发送断续,,
,打电话对方听不清楚，时大时小,官网,通话发送断续,,
,在室内接电话声音经常断断续续听不清楚,Ejd,通话发送断续,,
,打电话有时听不见对方声音,意见,通话发送断续,,
,但是有时候通话断断续续的,Ejd,通话发送断续,,
,对方听到声音有点断续,Etianmao_hw,通话发送断续,,
,手机打电话是突然没声音了,官网,通话发送断续,,
,有时打电话断断续续,Etianmao_hw,通话发送断续,,
,手机接电话时，对方那边，老是听不清楚，一断一断的,意见,通话发送断续,,
,手机老是断音，对方听不清我说话,意见,通话发送断续,,
,有时候还没有信号；通话断断续续,Ejd,通话发送断续,,
,最近一次就是通话断断续续还有短信,Ejd,通话发送断续,,
,手机通话中别人听我的声音很卡,意见,通话发送断续,,
,接电话会断断续续的,意见,通话发送断续,,
,有时候接电话听话断断续续的,意见,通话发送断续,,
,手机有时出现对方说话听不清。,意见,通话发送断续,,
,手机在通话时，1分钟后或一开始，对方听不见我说话,意见,通话发送断续,,
,双方通话  卡声  模糊,意见,通话发送断续,,
,听歌一搁一搁的  还有打电话也是,意见,通话发送断续,,
,通电话时有时对方听不到。,意见,通话发送断续,,
,通话，断断续续,意见,通话发送断续,,
,通话别人听到的话全都是断断续续,意见,通话发送断续,,
,通话的时候对方经常听不清这边说什么,意见,通话发送断续,,
,通话的时候能听到我的声音，有时候听不到对方的声音,意见,通话发送断续,,
,通话断断续续,意见,通话发送断续,,
,通话断音,意见,通话发送断续,,
,通话对方不怎么听得见。声音有点抖,意见,通话发送断续,,
,现在通话中偶尔会中断,官网,通话发送断续,,
,通话过程中经常出现对方听到的语音断断续续,意见,通话发送断续,,
,通话过程中偶尔有对方听不到声音的现象，也就是送话有问题,意见,通话发送断续,,
,通话声音不清晰，断断续续,Etianmao_hw,通话发送断续,,
,通话声音时断时续,意见,通话发送断续,,
,通话时对方都说听不到我的一句完整的话，都是断断续续的,意见,通话发送断续,,
,通话时对方反应我这边没信号，通话总是断断续续,意见,通话发送断续,,
,通话时对方经常听不我的声音（断断续续）,意见,通话发送断续,,
,通话时对方声音时断时续,意见,通话发送断续,,
,通话时对方听不见或者段段续续,意见,通话发送断续,,
,通话时刚接通能听清，过几秒后开始断断续续,Evmall,通话发送断续,,
,通话时候，对方的声音有时候听的不是很清楚,意见,通话发送断续,,
,通话时间，经常断音,意见,通话发送断续,,
,通话时如果连着wifi就双方都听不到通话声音,意见,通话发送断续,,
,通话时听对方声音断断续续,意见,通话发送断续,,
,经常打电话对方听不到声音要从新拨打才可以，有时断续对方听不到声音,官网,通话发送断续,,
,通话效果不是很好，有杂音断续,Etaobao_hw,通话发送断续,,
,通话音效不好，经常听不到,意见,通话发送断续,,
,通话有卡顿，对方老是听不清楚我说话的,意见,通话发送断续,,
,通话有时候不清楚,意见,通话发送断续,,
,通话有时候断音,意见,通话发送断续,,
,通话质量不行，断断续续。,意见,通话发送断续,,
,通话中，过了一会儿说话就没声音了,意见,通话发送断续,,
,通话总是断断续续的,意见,通话发送断续,,
,通话好像有点问题，偶尔会出现断断续续的情况,Ejd,通话发送断续,,
,为什么刚刚买来的电话就会出现在跟对方通话时  有时候对方会听不到自己说话,意见,通话发送断续,,
,电话打到一半老是断线,官网,通话发送断续,,
,为什么在4G网络下通话效果太差,意见,通话发送断续,,
,我的手机刚买的时候就是对方听不清楚我说话，有时候是断断续续的,意见,通话发送断续,,
,我的手机在通话10分钟后出现对方听不清楚的问题。,意见,通话发送断续,,
,我的通话对方一阵听到一阵听不到！,意见,通话发送断续,,
,而且朋友都说讲话是段续的！,意见,通话发送断续,,
,我说话对方听不清晰 老是断音 他说话我能听清楚,意见,通话发送断续,,
,对方有断断续续的杂音,Evmall,通话发送断续,,
,但是在通话方面有时候突然就没声音了,京东商城,通话发送断续,,
,有时接电话时听筒里断断续续！,意见,通话发送断续,,
,经常打个电话声音断断续续，还会自己挂断,Ezol,通话发送断续,,
,通话信号不稳定，联通外地手机时常出现声音模糊断续,Ejd,通话发送断续,,
,我朋友接听都说听不清楚，断断续续,Ejd,通话发送断续,,
,电话打着打着别人就听不到声音了，断断续续的,Etianmao_hw,通话发送断续,,
,按键不好用，听筒有时候断断续续,Ejd,通话发送断续,,
,但有一次打电话有感觉一段断续了一下,Evmall,通话发送断续,,
,导致通话断断续续的不清楚,Ezol,通话发送断续,,
,有时对方听不见，或断断续续，或断线,意见,通话发送断续,,
,有时对方听不见我说话 有时我听不见对方说话,意见,通话发送断续,,
,有时候打电话，别人我说话别人说听不见,意见,通话发送断续,,
,有时候打电话，对方总是听不到我的声音，有时候断断续续的,意见,通话发送断续,,
,有时候打电话对方听不到我的声音,意见,通话发送断续,,
,有时候对方听不到我说话，我可以听到对方的声音,意见,通话发送断续,,
,有时候通话会出现对方听不见我声音的情况,意见,通话发送断续,,
,与对方通话，对方听不到我说话的声音，我能听到对方的声音,意见,通话发送断续,,
,运行速度不错，有时候通话会断断续续,Ejd,通话发送断续,,
,在通话的时候对方的声音会卡顿,意见,通话发送断续,,
, 通话时有时候对方听不见我说话,意见,通话发送断续,,
,通话的时候断断续续,意见,通话发送断续,,
,通话信号不稳定，经常断断续续的,Ejd,通话发送断续,,
,通话经常断断续续的声音,Etianmao_hw,通话发送断续,,
,偶尔打电话让对方听到断声还是卡声,意见,通话发送断续,,
,为什么有时候接听电话声音大，有时突然变小,百度贴吧,通话发送音忽大忽小,,
,通话声音有时忽大忽小,Evmall,通话发送音忽大忽小,,
,打电话,Ejd,通话发送音忽大忽小,,
,话筒有时候声音大有时候会小,天猫商城,通话发送音忽大忽小,,
,这次给妈妈买的手机通话声音经常忽大忽小,Etianmao_hw,通话发送音忽大忽小,,
,打电话时，对面说我说的话有时声音大有时声音小,意见,通话发送音忽大忽小,,
,并且手机打长途的时候声音忽大忽小,Egome,通话发送音忽大忽小,,
,通话音量问题，忽大忽小，对面的人有时候都听不见,Etianmao_hw,通话发送音忽大忽小,,
,只知道打电话声音不好，忽大忽小的,Etianmao_hw,通话发送音忽大忽小,,
,通话质量不好，声音忽大忽小,Ezol,通话发送音忽大忽小,,
,但是接打电话声音会有忽大忽小的情况,Ejd,通话发送音忽大忽小,,
,通话声音有时大有时小,Ejd,通话发送音忽大忽小,,
,声音有时大有时小,Etianmao_hw,通话发送音忽大忽小,,
,听电话的时候有时大声有时小声,意见,通话发送音忽大忽小,,
,我打电话给别人，他那边接听到我的声音或有或无,意见,通话发送音忽大忽小,,
,耳麦打电话声音忽大忽小,Ezol,通话发送音忽大忽小,,
,送话器音量有点小,百度贴吧,通话发送音小,,
,手机话筒（麦克风）的声音感觉小了,官网,通话发送音小,,
,升级后带耳机通话，对方听到的声音特别小,官网,通话发送音小,,
,打电话时别人打来电话说我的声音很小,官网,通话发送音小,,
,最近打电话对方说我声音太小,官网,通话发送音小,,
,而且通话是对方听到的声音很小,官网,通话发送音小,,
,我要说话很大声对方才听得清晰,官网,通话发送音小,,
,在通活的时候对方手机老是听不清，声音小,官网,通话发送音小,,
,对方听不清,官网,通话发送音小,,
,话筒说话声音小,官网,通话发送音小,,
,但是送话器坏了，说话对方听不到,官网,通话发送音小,,
,通话时，对方觉得说话声音很小,官网,通话发送音小,,
,打电话时对方就听不清我的声音,官网,通话发送音小,,
,拨打电话对方有时候听不到声音或者声音很小,官网,通话发送音小,,
,打电话给别人，对方说话我听的到，我说话对方完全听不到。,意见,通话发送音小,,
,打电话对方都听不清楚,京东商城,通话发送音小,,
,对方听话声音小,百度知道,通话发送音小,,
,传话筒声音小的不行对方听不到我声音,官网,通话发送音小,,
,打电话，对方听不清我讲什么,意见,通话发送音小,,
,打电话别人都说我声音小,意见,通话发送音小,,
,打电话别人说我生音可小听不清,意见,通话发送音小,,
